id,dia_0,dia_1,dia_2,dia_3,dia_4,miembros
2857,60,66,10,32,18,3
2858,88,75,59,61,89,2
2859,81,20,46,53,87,2
2860,19,56,40,54,75,7
2861,59,5,20,56,24,4
2862,1,66,38,47,95,6
2863,10,59,5,18,52,4
2864,60,87,24,43,58,5
2865,68,89,10,12,72,3
2866,3,82,52,6,25,2
2867,1,38,47,10,35,5
2868,3,47,86,24,56,4
2869,18,1,75,2,38,6
2870,1,83,33,20,5,6
2871,4,47,46,10,23,2
2872,61,40,60,95,3,5
2873,74,12,5,90,18,3
2874,11,5,85,32,94,4
2875,16,96,67,47,53,6
2876,3,1,87,9,49,4
2877,53,88,17,1,4,4
2878,59,17,21,61,49,2
2879,38,28,1,53,27,4
2880,18,52,1,26,16,5
2881,100,87,67,19,79,3
2882,31,66,74,39,48,6
2883,74,8,60,14,17,2
2884,19,1,59,74,68,4
2885,18,14,34,80,25,3
2886,89,4,18,34,1,3
2887,60,11,57,74,53,6
2888,22,92,53,13,75,2
2889,17,32,4,52,26,5
2890,87,2,11,42,95,3
2891,3,46,17,20,22,3
2892,32,60,6,2,17,4
2893,13,18,24,89,34,4
2894,82,75,1,45,54,2
2895,89,75,31,54,12,6
2896,33,16,48,35,49,5
2897,47,89,80,44,4,3
2898,24,86,25,9,1,8
2899,10,73,81,1,11,8
2900,1,31,67,73,10,4
2901,94,45,1,87,19,2
2902,1,27,25,74,11,2
2903,80,22,73,7,59,4
2904,43,29,20,12,46,2
2905,89,4,16,7,81,5
2906,1,89,25,72,61,3
2907,5,81,59,17,67,6
2908,13,18,39,17,52,4
2909,82,95,43,2,49,8
2910,59,3,54,81,62,4
2911,17,95,61,40,18,4
2912,4,5,10,74,1,3
2913,47,42,31,82,23,2
2914,19,77,52,91,4,5
2915,17,94,33,8,100,5
2916,32,67,12,52,48,5
2917,40,28,1,75,4,5
2918,39,21,32,88,14,3
2919,88,10,89,48,3,5
2920,81,50,25,91,94,4
2921,82,1,98,52,53,4
2922,13,15,59,60,94,3
2923,53,19,59,83,47,5
2924,73,99,45,1,54,4
2925,96,2,21,1,4,4
2926,1,52,35,3,84,3
2927,81,17,95,16,1,6
2928,72,89,55,15,54,4
2929,11,26,52,53,1,5
2930,74,31,53,4,83,2
2931,17,8,75,40,24,3
2932,54,1,74,42,29,3
2933,45,43,17,42,10,3
2934,20,47,52,89,12,4
2935,39,10,88,70,31,5
2936,82,47,50,75,1,4
2937,58,26,79,99,60,4
2938,33,53,7,94,16,5
2939,13,30,45,68,9,5
2940,95,18,32,94,66,4
2941,95,41,80,99,31,5
2942,75,29,88,28,74,4
2943,66,95,81,39,13,4
2944,1,2,25,18,19,3
2945,3,54,29,73,43,5
2946,96,11,89,60,1,6
2947,47,24,1,20,19,4
2948,12,3,18,1,46,4
2949,24,46,81,4,43,7
2950,34,5,3,46,50,4
2951,28,6,50,87,22,4
2952,47,45,95,22,1,3
2953,61,5,89,1,12,2
2954,48,18,3,29,59,4
2955,24,88,31,87,50,4
2956,26,14,81,61,23,6
2957,28,5,18,52,82,4
2958,4,67,1,5,7,5
2959,45,24,32,25,17,4
2960,9,27,47,51,23,2
2961,1,42,25,46,54,4
2962,27,95,22,1,9,5
2963,86,1,75,68,10,6
2964,11,3,31,33,89,4
2965,83,20,84,67,47,2
2966,1,29,80,73,19,5
2967,17,53,90,47,55,2
2968,1,43,37,54,26,4
2969,79,25,1,4,87,3
2970,10,59,30,17,19,2
2971,29,14,12,49,17,5
2972,40,9,67,91,3,3
2973,38,21,52,31,54,5
2974,54,38,18,66,34,3
2975,53,1,54,74,48,5
2976,51,62,45,1,73,6
2977,15,59,54,96,17,3
2978,39,26,14,12,31,6
2979,32,13,75,47,74,2
2980,18,93,63,95,22,4
2981,47,5,57,81,8,2
2982,38,10,13,50,1,4
2983,32,24,12,15,26,7
2984,78,1,9,93,20,4
2985,75,31,29,27,6,3
2986,1,8,24,40,51,2
2987,61,40,54,24,81,5
2988,99,87,20,50,26,2
2989,36,89,88,38,23,2
2990,2,27,40,75,48,5
2991,1,4,96,95,48,7
2992,8,24,68,46,38,3
2993,2,11,60,45,93,7
2994,27,1,24,46,32,2
2995,46,80,47,35,54,2
2996,78,24,32,60,28,6
2997,1,34,75,88,40,5
2998,42,88,1,12,95,6
2999,98,40,75,73,16,5
3000,31,14,32,1,4,4
3001,63,91,32,96,55,3
3002,13,51,46,99,1,3
3003,13,12,73,58,9,6
3004,7,81,10,88,12,7
3005,94,51,45,29,1,5
3006,18,14,4,68,66,4
3007,37,95,88,81,14,4
3008,35,25,46,2,40,4
3009,82,1,3,48,23,4
3010,23,87,42,94,39,4
3011,12,11,19,24,40,3
3012,81,80,75,46,11,4
3013,44,81,1,64,49,3
3014,68,6,1,82,26,3
3015,32,68,29,27,52,3
3016,45,16,1,6,59,4
3017,25,1,26,39,82,8
3018,73,3,67,94,12,4
3019,26,94,52,32,31,3
3020,89,1,68,61,60,4
3021,40,21,51,10,60,2
3022,74,75,68,100,52,3
3023,36,57,39,41,51,4
3024,67,66,96,61,7,5
3025,81,12,54,53,47,3
3026,96,52,28,66,40,3
3027,75,46,64,23,94,3
3028,39,29,12,33,93,3
3029,58,31,37,24,40,2
3030,94,10,92,11,74,5
3031,1,33,28,58,8,6
3032,60,37,30,94,7,2
3033,52,73,48,39,1,8
3034,82,17,1,67,80,5
3035,67,89,32,87,55,2
3036,39,31,17,12,1,7
3037,94,25,75,82,20,2
3038,60,59,92,21,47,3
3039,39,4,20,38,12,4
3040,67,84,78,1,10,3
3041,67,32,94,26,9,3
3042,31,100,65,66,1,2
3043,73,40,26,46,1,3
3044,1,47,51,11,18,5
3045,12,45,68,64,28,3
3046,5,23,28,1,88,5
3047,75,87,33,4,46,3
3048,17,19,3,54,31,3
3049,22,38,85,24,1,4
3050,60,54,19,15,41,6
3051,96,82,38,39,40,7
3052,14,60,7,47,10,5
3053,1,77,3,46,26,4
3054,4,75,56,47,15,6
3055,17,82,16,1,3,4
3056,69,46,66,34,41,6
3057,4,1,40,67,11,4
3058,23,48,47,12,68,4
3059,24,11,41,49,37,6
3060,4,87,38,54,59,2
3061,47,19,12,37,22,2
3062,68,95,73,31,47,4
3063,25,52,17,60,75,8
3064,73,54,12,1,7,4
3065,66,54,97,62,19,4
3066,1,28,95,10,13,7
3067,52,9,5,88,60,5
3068,27,67,26,29,66,7
3069,3,10,81,38,54,3
3070,41,89,34,27,96,4
3071,19,18,33,80,58,4
3072,1,93,67,25,88,2
3073,46,8,87,39,94,3
3074,1,80,53,20,18,5
3075,49,47,31,18,12,3
3076,26,44,66,60,40,5
3077,14,10,88,98,5,2
3078,61,48,87,39,73,5
3079,4,46,47,49,26,6
3080,88,47,4,31,87,4
3081,1,14,59,18,74,4
3082,87,55,13,21,96,5
3083,1,7,53,44,31,2
3084,45,9,46,81,20,5
3085,54,73,4,1,19,7
3086,93,19,1,94,12,4
3087,96,3,39,82,25,3
3088,52,54,78,11,70,4
3089,60,1,31,27,3,3
3090,65,82,45,34,1,4
3091,96,18,88,33,6,5
3092,25,74,16,77,54,7
3093,12,19,23,52,25,2
3094,27,85,36,19,24,2
3095,52,46,3,81,100,6
3096,76,24,75,17,31,7
3097,73,81,10,59,39,2
3098,86,29,20,10,60,4
3099,96,83,80,97,1,2
3100,84,7,26,33,50,4
3101,89,51,79,46,25,4
3102,87,8,24,12,15,4
3103,95,39,68,18,74,4
3104,3,29,25,51,16,5
3105,19,32,46,73,6,2
3106,35,80,65,45,1,4
3107,35,42,44,45,26,5
3108,91,26,3,24,60,4
3109,17,24,31,78,54,3
3110,10,95,46,9,33,3
3111,73,40,18,47,67,5
3112,44,26,21,56,25,5
3113,25,94,40,14,47,3
3114,27,47,39,91,33,4
3115,85,92,1,27,6,5
3116,1,35,57,23,25,4
3117,32,30,33,66,50,4
3118,5,82,50,89,39,7
3119,1,18,37,35,86,4
3120,14,75,40,33,53,6
3121,47,66,80,15,13,8
3122,11,81,26,97,38,8
3123,77,86,47,25,1,4
3124,46,95,13,39,20,2
3125,14,3,81,47,19,5
3126,16,1,39,95,68,4
3127,2,19,26,33,29,3
3128,68,75,58,24,98,3
3129,54,19,15,44,42,4
3130,2,8,33,94,92,3
3131,39,55,26,10,3,2
3132,7,5,45,4,18,5
3133,94,18,1,25,76,2
3134,88,24,53,83,1,4
3135,95,99,46,96,16,5
3136,4,33,81,25,50,6
3137,39,11,80,40,96,7
3138,4,23,77,12,30,6
3139,89,11,50,73,22,2
3140,9,73,25,35,10,5
3141,31,81,24,90,80,2
3142,41,52,59,25,47,5
3143,33,47,97,7,54,5
3144,96,45,41,5,77,5
3145,27,1,91,18,25,4
3146,52,13,9,1,5,4
3147,9,14,1,48,22,4
3148,38,45,12,46,3,2
3149,47,87,57,1,19,4
3150,39,65,88,58,10,3
3151,1,12,66,88,5,4
3152,39,80,64,67,44,2
3153,26,56,66,37,95,5
3154,44,32,66,69,43,2
3155,51,59,85,89,32,7
3156,74,1,91,53,47,5
3157,96,79,95,19,23,5
3158,38,68,31,4,14,2
3159,81,62,63,99,68,2
3160,74,99,88,53,1,2
3161,3,100,1,69,59,7
3162,89,9,1,17,19,2
3163,63,61,94,33,47,5
3164,80,52,6,43,93,4
3165,26,95,28,32,14,3
3166,44,52,81,1,35,4
3167,45,1,96,19,73,4
3168,52,59,5,17,4,6
3169,61,1,25,5,4,6
3170,32,78,24,54,35,5
3171,24,4,71,99,52,4
3172,39,87,81,32,1,5
3173,1,28,90,19,61,4
3174,1,39,12,10,22,6
3175,81,4,68,74,19,2
3176,28,11,1,67,59,2
3177,7,74,55,38,1,5
3178,17,25,40,46,75,3
3179,1,94,82,33,39,4
3180,26,47,19,82,61,4
3181,46,14,32,47,31,5
3182,12,96,45,24,81,4
3183,9,4,46,39,58,3
3184,80,40,25,49,75,4
3185,45,21,24,32,1,6
3186,73,78,11,26,74,8
3187,47,75,4,24,68,3
3188,12,1,52,45,5,2
3189,47,10,57,46,94,4
3190,39,19,3,15,18,3
3191,1,15,37,44,94,2
3192,26,1,55,31,19,3
3193,54,12,32,91,17,3
3194,66,29,17,61,96,2
3195,1,17,5,80,52,3
3196,43,19,1,12,94,4
3197,54,51,24,88,1,5
3198,46,67,19,66,89,5
3199,67,64,19,87,17,5
3200,26,95,75,10,24,4
3201,92,28,26,74,47,5
3202,40,19,39,4,1,3
3203,67,100,45,83,80,4
3204,99,58,5,46,25,2
3205,1,41,45,81,17,5
3206,12,55,47,11,39,4
3207,82,7,96,23,33,6
3208,52,20,17,1,3,4
3209,56,21,45,40,61,6
3210,25,59,7,17,1,3
3211,28,89,32,18,49,5
3212,88,47,1,38,87,3
3213,28,44,10,82,86,3
3214,82,1,22,10,46,5
3215,25,83,82,1,57,2
3216,27,19,5,29,74,4
3217,88,40,87,12,77,3
3218,1,59,75,17,24,2
3219,55,14,19,31,7,8
3220,59,10,26,46,81,4
3221,14,59,32,17,18,4
3222,89,3,32,40,21,5
3223,25,60,12,52,35,4
3224,47,51,18,9,28,5
3225,46,68,1,13,19,6
3226,93,16,100,36,1,3
3227,80,91,32,12,31,5
3228,66,17,88,53,59,6
3229,38,52,87,1,10,5
3230,52,25,18,10,53,2
3231,33,18,73,35,45,2
3232,75,55,96,38,16,7
3233,1,18,20,7,94,3
3234,73,43,74,80,25,5
3235,24,7,17,18,22,5
3236,1,53,9,30,12,4
3237,25,1,55,2,12,5
3238,89,17,81,73,75,5
3239,1,3,27,26,88,4
3240,31,26,1,35,87,5
3241,80,25,51,1,5,2
3242,25,1,17,46,14,4
3243,45,94,89,20,3,4
3244,66,14,95,73,89,6
3245,51,15,54,32,6,5
3246,87,80,54,14,98,4
3247,1,26,81,12,39,2
3248,1,78,2,45,22,4
3249,11,53,49,74,5,4
3250,19,1,60,82,11,3
3251,38,45,4,46,9,3
3252,81,83,27,47,62,5
3253,73,60,54,39,67,3
3254,25,94,74,58,12,5
3255,1,73,10,60,68,2
3256,59,6,96,54,53,5
3257,1,31,57,20,75,2
3258,6,18,19,45,92,2
3259,95,81,1,67,47,4
3260,46,53,52,89,82,7
3261,38,57,26,17,12,4
3262,11,13,29,1,30,5
3263,45,24,59,74,32,7
3264,1,59,5,95,23,5
3265,12,70,73,8,11,3
3266,61,3,80,89,11,4
3267,24,82,62,79,28,4
3268,38,94,24,96,82,2
3269,18,88,4,47,39,5
3270,59,61,47,67,36,3
3271,26,45,19,32,13,3
3272,73,52,9,87,89,8
3273,11,77,57,20,31,6
3274,25,60,85,91,54,5
3275,59,8,1,53,45,5
3276,31,38,24,25,97,6
3277,32,90,87,68,66,3
3278,31,23,59,32,46,4
3279,81,9,3,54,24,8
3280,88,66,37,85,91,6
3281,1,45,11,63,59,4
3282,55,75,1,80,28,3
3283,18,33,96,1,25,4
3284,21,57,47,13,46,4
3285,17,5,76,50,25,4
3286,74,45,81,12,3,4
3287,29,89,3,1,32,5
3288,10,25,47,66,14,6
3289,12,29,17,19,75,7
3290,46,1,40,19,39,7
3291,90,52,95,73,45,4
3292,32,66,10,29,46,4
3293,20,17,34,25,53,3
3294,4,1,82,45,67,5
3295,12,82,84,68,76,7
3296,57,95,75,19,88,2
3297,15,19,39,12,1,8
3298,12,67,54,25,94,2
3299,49,85,83,24,75,4
3300,93,15,52,49,28,2
3301,9,17,4,53,88,5
3302,54,22,94,9,88,4
3303,52,19,55,27,87,3
3304,61,31,75,54,18,3
3305,14,1,47,11,50,4
3306,1,11,57,54,80,8
3307,1,50,94,90,44,3
3308,22,42,73,62,17,5
3309,10,20,11,81,53,6
3310,1,27,59,38,4,8
3311,36,38,43,19,22,4
3312,10,12,53,47,9,4
3313,77,17,52,11,81,5
3314,66,94,1,67,51,4
3315,1,31,14,59,27,4
3316,51,40,8,18,33,2
3317,66,61,32,45,5,5
3318,55,68,1,95,28,2
3319,20,5,4,60,52,5
3320,5,1,95,10,32,3
3321,96,4,40,65,28,2
3322,60,46,77,12,26,5
3323,26,1,81,27,24,5
3324,29,33,45,54,68,3
3325,43,26,96,49,22,4
3326,89,53,4,38,47,7
3327,37,28,15,60,98,2
3328,89,52,25,18,1,4
3329,1,46,60,54,25,3
3330,41,33,63,48,67,5
3331,17,75,53,38,4,4
3332,17,87,54,65,53,8
3333,31,96,53,40,38,5
3334,15,1,11,52,4,3
3335,20,67,19,35,75,6
3336,96,43,59,66,1,5
3337,1,94,32,39,13,2
3338,38,82,67,1,17,4
3339,52,45,35,74,76,7
3340,33,14,46,51,31,2
3341,10,82,11,80,53,3
3342,24,37,12,21,2,6
3343,4,15,17,12,13,6
3344,4,66,82,12,1,4
3345,1,49,10,67,60,7
3346,96,47,87,21,17,4
3347,58,2,26,1,31,3
3348,17,51,7,96,74,4
3349,3,88,4,1,68,5
3350,34,76,11,45,32,3
3351,67,19,24,85,3,4
3352,94,21,24,46,1,2
3353,5,94,54,4,64,6
3354,32,16,86,51,33,8
3355,8,7,32,53,19,6
3356,5,26,28,54,74,6
3357,29,21,46,22,47,3
3358,53,74,5,45,47,4
3359,68,62,47,18,88,4
3360,40,32,44,27,46,7
3361,21,1,81,52,22,3
3362,61,26,38,52,37,4
3363,20,47,31,1,87,2
3364,4,62,17,8,80,2
3365,19,95,38,53,60,6
3366,15,11,50,4,29,4
3367,38,94,23,8,18,2
3368,98,35,1,23,6,4
3369,43,46,89,34,75,6
3370,17,1,6,28,66,2
3371,12,25,4,51,11,3
3372,55,7,66,82,17,4
3373,33,9,19,6,8,2
3374,15,45,81,1,53,2
3375,17,18,96,10,72,5
3376,39,4,1,44,26,5
3377,57,15,1,46,85,7
3378,40,47,10,75,89,6
3379,20,82,1,28,18,2
3380,39,25,59,73,42,2
3381,1,10,39,66,12,4
3382,93,24,12,55,15,4
3383,3,11,61,52,40,4
3384,1,91,47,44,14,5
3385,86,19,17,7,76,6
3386,3,1,82,74,28,3
3387,1,11,26,44,45,4
3388,15,98,26,19,8,3
3389,19,23,95,7,49,3
3390,95,65,10,67,12,3
3391,52,18,8,7,5,4
3392,96,81,41,24,10,4
3393,1,47,26,60,10,3
3394,59,26,57,65,4,6
3395,4,12,100,1,51,6
3396,96,47,54,25,22,2
3397,1,15,33,61,12,5
3398,34,42,17,73,4,3
3399,44,46,25,18,5,3
3400,4,38,53,40,31,4
3401,5,52,96,1,60,2
3402,72,1,21,32,98,3
3403,1,52,12,87,59,4
3404,31,89,13,96,54,4
3405,51,25,61,26,68,5
3406,67,40,80,37,1,2
3407,7,57,21,52,33,6
3408,25,18,59,67,89,6
3409,70,89,17,38,81,2
3410,67,25,1,35,32,4
3411,29,73,96,24,37,5
3412,1,17,97,2,84,2
3413,68,5,44,6,57,5
3414,40,75,48,79,82,3
3415,80,51,16,59,20,7
3416,7,46,1,61,76,6
3417,46,67,54,26,30,3
3418,5,34,64,47,61,5
3419,38,67,46,10,49,5
3420,41,14,10,27,25,2
3421,46,94,31,47,18,3
3422,48,36,62,9,66,2
3423,25,40,72,1,51,4
3424,53,56,80,73,1,4
3425,6,28,67,13,26,5
3426,80,1,12,54,32,4
3427,53,95,26,68,61,4
3428,9,52,80,1,49,3
3429,17,95,74,35,57,2
3430,2,7,53,59,38,5
3431,14,4,45,96,1,4
3432,6,29,1,64,78,4
3433,98,6,8,79,74,3
3434,35,74,80,12,87,5
3435,87,37,3,26,95,2
3436,98,5,12,13,32,4
3437,38,90,80,1,51,8
3438,45,68,5,47,3,2
3439,88,53,18,85,39,4
3440,88,53,3,11,4,4
3441,39,95,16,61,54,4
3442,10,18,19,28,5,4
3443,83,84,5,1,88,3
3444,66,19,96,24,79,6
3445,46,77,10,1,2,5
3446,44,73,80,40,45,4
3447,52,38,41,89,25,6
3448,48,66,96,9,47,4
3449,12,51,31,1,29,6
3450,5,1,33,72,37,2
3451,66,39,46,68,5,3
3452,38,1,32,19,45,3
3453,19,1,42,12,44,3
3454,12,66,75,95,18,7
3455,66,81,63,6,10,2
3456,54,34,81,87,88,3
3457,61,37,92,38,50,7
3458,52,25,80,53,63,6
3459,52,23,40,28,83,5
3460,94,14,26,19,59,2
3461,52,81,85,21,18,4
3462,87,4,32,79,10,3
3463,30,54,1,95,99,3
3464,6,54,11,22,12,7
3465,24,81,94,87,45,6
3466,34,46,1,94,33,4
3467,6,57,1,22,15,5
3468,39,40,35,42,19,8
3469,32,28,41,29,38,6
3470,75,39,59,11,1,5
3471,46,81,75,25,51,4
3472,1,24,10,73,26,8
3473,47,28,2,34,11,6
3474,49,17,44,48,41,4
3475,74,6,11,1,26,5
3476,40,94,2,38,13,5
3477,46,1,71,8,5,3
3478,38,43,40,24,52,2
3479,87,47,57,46,14,4
3480,32,83,46,6,78,2
3481,12,20,68,95,54,4
3482,34,4,81,69,5,3
3483,75,53,25,18,19,5
3484,1,52,74,37,96,4
3485,1,6,95,19,46,2
3486,37,31,23,7,39,2
3487,83,1,80,66,94,4
3488,1,78,88,26,72,4
3489,85,11,67,28,46,7
3490,25,11,19,14,53,5
3491,19,3,64,60,1,8
3492,25,75,80,9,77,4
3493,28,1,96,39,81,3
3494,11,67,97,40,96,3
3495,1,12,49,6,27,7
3496,86,4,69,43,67,3
3497,12,67,2,20,10,5
3498,17,79,48,49,70,4
3499,10,12,11,39,28,7
3500,14,74,89,24,53,2
3501,13,80,61,12,3,4
3502,81,74,88,1,76,5
3503,74,54,1,51,53,3
3504,25,81,6,18,4,6
3505,33,59,74,16,67,4
3506,4,81,2,31,18,2
3507,1,32,64,63,11,3
3508,40,52,92,67,53,5
3509,59,63,25,49,3,3
3510,24,15,22,53,1,4
3511,96,52,49,51,12,3
3512,12,88,1,54,20,3
3513,87,25,28,44,4,4
3514,59,1,75,74,3,3
3515,24,19,80,74,75,4
3516,80,1,4,89,31,2
3517,28,26,47,4,57,3
3518,10,53,11,51,74,3
3519,1,4,5,62,89,8
3520,23,46,70,8,24,3
3521,36,1,68,19,46,5
3522,88,65,34,15,1,3
3523,25,28,39,76,96,3
3524,8,47,15,52,26,2
3525,34,12,27,75,31,2
3526,90,80,44,22,26,4
3527,17,55,38,88,61,4
3528,3,28,48,87,45,7
3529,52,65,73,89,24,2
3530,89,5,49,14,25,2
3531,94,31,26,58,40,3
3532,39,82,23,3,33,4
3533,18,5,26,10,39,3
3534,1,38,13,28,4,5
3535,28,74,39,31,53,4
3536,17,21,52,41,11,3
3537,96,74,24,23,87,7
3538,13,10,7,3,11,4
3539,93,73,54,17,13,4
3540,23,90,45,55,80,3
3541,40,19,1,10,21,3
3542,45,52,78,92,17,4
3543,1,75,11,34,82,4
3544,57,23,26,66,81,5
3545,76,53,8,1,9,4
3546,58,94,33,34,87,5
3547,89,52,4,31,45,3
3548,84,87,1,82,18,6
3549,12,11,68,75,1,6
3550,29,61,73,1,25,4
3551,4,88,52,19,89,4
3552,14,62,59,37,1,6
3553,47,68,31,1,29,5
3554,13,20,1,94,4,4
3555,75,1,33,96,5,3
3556,95,22,2,70,94,3
3557,60,5,32,42,28,3
3558,27,1,32,52,3,2
3559,54,89,47,40,4,4
3560,17,81,45,14,1,6
3561,24,78,88,57,75,5
3562,47,5,9,11,3,3
3563,36,47,87,96,28,3
3564,40,31,59,15,73,5
3565,22,24,59,84,61,4
3566,38,74,77,45,98,3
3567,29,1,82,45,24,3
3568,59,27,37,54,24,4
3569,33,2,67,73,25,3
3570,100,82,60,19,42,7
3571,21,5,54,89,1,8
3572,60,40,42,38,17,4
3573,14,49,1,51,25,4
3574,53,71,61,66,24,4
3575,1,97,94,11,21,2
3576,61,1,82,5,54,4
3577,66,47,31,82,67,3
3578,82,80,56,1,24,5
3579,93,78,55,17,68,2
3580,32,4,19,1,25,7
3581,53,29,10,1,87,3
3582,8,43,95,1,33,4
3583,33,49,87,23,95,6
3584,26,1,21,53,25,2
3585,72,32,24,17,96,5
3586,4,1,82,45,65,4
3587,5,48,19,63,60,3
3588,87,30,39,26,1,3
3589,1,88,3,18,58,3
3590,82,61,24,35,59,5
3591,59,61,74,29,1,4
3592,8,40,87,82,22,5
3593,42,89,3,13,73,3
3594,81,1,65,75,38,3
3595,18,10,1,61,17,8
3596,31,32,53,81,59,3
3597,80,88,37,73,6,3
3598,1,39,66,53,11,2
3599,5,57,72,82,85,2
3600,54,39,8,3,87,4
3601,81,84,31,92,95,4
3602,8,46,68,22,31,4
3603,94,88,74,33,99,4
3604,53,89,17,32,4,5
3605,39,55,51,22,68,4
3606,9,94,68,44,19,7
3607,1,33,3,16,22,2
3608,63,39,90,87,4,4
3609,94,23,46,1,83,8
3610,24,1,67,25,9,4
3611,88,1,32,73,2,7
3612,47,46,74,4,25,3
3613,82,87,79,67,88,2
3614,5,6,75,96,4,4
3615,18,13,54,26,66,4
3616,83,1,3,31,38,7
3617,84,18,25,21,31,3
3618,47,40,38,78,1,2
3619,32,10,61,40,89,3
3620,61,37,55,5,90,5
3621,18,46,29,27,80,4
3622,24,38,60,80,26,4
3623,17,1,8,12,54,3
3624,77,45,54,1,47,3
3625,81,23,80,24,42,6
3626,43,7,66,4,5,5
3627,39,12,87,1,22,2
3628,28,1,2,11,47,4
3629,5,49,18,59,73,4
3630,61,64,53,1,81,3
3631,35,24,9,97,58,4
3632,67,25,26,75,1,5
3633,66,89,19,61,17,3
3634,16,11,63,95,57,5
3635,30,85,24,70,59,4
3636,59,11,1,58,75,3
3637,95,24,38,70,43,2
3638,87,40,1,11,10,8
3639,1,17,5,74,32,7
3640,59,77,41,89,74,6
3641,76,29,11,25,31,3
3642,19,6,20,3,39,3
3643,66,31,5,45,61,4
3644,89,38,18,54,51,6
3645,87,94,19,39,73,2
3646,19,24,10,50,27,4
3647,47,40,1,63,10,5
3648,3,36,23,24,1,3
3649,12,73,20,85,8,6
3650,38,19,53,21,17,4
3651,24,10,46,8,89,3
3652,28,22,21,31,19,3
3653,61,82,96,10,59,4
3654,39,23,80,1,25,5
3655,31,39,10,14,59,2
3656,75,54,33,16,53,4
3657,22,17,6,7,24,4
3658,45,32,22,79,11,5
3659,82,47,43,5,67,7
3660,36,32,71,26,54,5
3661,2,96,68,76,50,4
3662,19,48,6,24,40,8
3663,33,95,13,83,80,4
3664,4,94,12,24,15,8
3665,25,1,9,20,17,4
3666,40,38,4,95,35,2
3667,23,1,7,38,86,3
3668,81,86,4,88,44,2
3669,48,76,14,5,80,5
3670,25,55,46,48,82,3
3671,26,68,82,9,75,2
3672,88,1,3,31,32,2
3673,33,59,80,86,39,4
3674,23,88,40,1,12,5
3675,51,10,2,35,1,5
3676,1,87,80,3,93,6
3677,89,60,95,40,78,2
3678,14,73,47,54,67,2
3679,21,15,76,31,41,2
3680,67,90,21,60,9,7
3681,17,18,11,80,5,3
3682,57,31,45,20,61,5
3683,16,68,73,36,61,8
3684,42,66,96,17,95,5
3685,75,5,38,80,34,4
3686,58,47,7,14,75,6
3687,85,32,46,45,3,3
3688,59,43,19,1,67,5
3689,45,46,88,20,67,4
3690,18,25,8,67,85,3
3691,18,94,32,24,3,3
3692,47,39,19,69,78,7
3693,46,3,28,23,1,4
3694,89,95,53,75,38,4
3695,68,87,1,96,80,6
3696,24,12,80,96,13,3
3697,74,95,98,25,1,5
3698,53,67,32,23,31,4
3699,19,31,18,93,4,4
3700,24,88,51,9,60,3
3701,50,15,75,53,17,5
3702,46,4,19,33,80,7
3703,4,17,27,41,11,4
3704,66,60,81,33,3,6
3705,33,68,27,25,40,4
3706,75,35,26,4,12,5
3707,16,87,99,30,28,4
3708,16,60,56,81,32,4
3709,30,73,31,75,47,5
3710,73,69,61,1,5,4
3711,26,39,76,86,32,5
3712,5,89,82,47,1,5
3713,54,11,80,16,25,2
3714,44,62,43,81,4,3
3715,66,61,26,10,45,4
3716,32,28,21,61,54,2
3717,74,84,1,43,10,4
3718,53,100,9,18,66,2
3719,29,91,88,66,18,4
3720,3,88,84,32,1,6
3721,62,31,99,16,73,6
3722,66,52,26,56,3,2
3723,60,68,45,31,39,4
3724,32,84,25,48,19,2
3725,11,73,10,3,40,5
3726,27,94,25,83,19,4
3727,57,18,81,5,46,4
3728,53,13,37,16,80,6
3729,99,19,84,18,33,4
3730,5,25,81,24,96,6
3731,36,43,82,50,28,3
3732,4,35,1,68,48,2
3733,85,96,20,24,16,6
3734,1,4,89,10,28,2
3735,81,21,79,1,74,2
3736,6,29,38,95,53,5
3737,38,17,1,25,45,3
3738,80,66,32,40,7,2
3739,90,84,52,14,22,4
3740,24,1,23,80,74,3
3741,94,23,54,10,91,2
3742,27,58,5,44,47,8
3743,80,17,44,25,20,4
3744,60,53,19,38,82,2
3745,25,75,38,92,45,3
3746,17,52,32,6,47,8
3747,54,60,43,11,4,4
3748,80,26,78,40,82,5
3749,89,38,1,5,40,5
3750,15,3,73,31,61,5
3751,53,52,3,21,30,5
3752,36,32,38,59,45,7
3753,17,21,50,66,88,5
3754,87,33,85,12,2,7
3755,22,89,68,95,26,6
3756,82,36,87,96,22,4
3757,11,9,1,96,52,3
3758,11,60,80,17,38,5
3759,53,45,47,61,55,3
3760,95,26,10,5,80,5
3761,22,32,14,24,88,4
3762,54,11,95,4,39,2
3763,46,34,1,98,40,5
3764,17,41,78,12,66,7
3765,62,45,1,17,8,4
3766,11,61,89,1,17,2
3767,35,29,92,87,31,5
3768,41,85,21,38,50,5
3769,3,26,58,19,18,8
3770,1,68,60,6,88,2
3771,40,25,12,29,18,4
3772,4,47,73,11,32,6
3773,17,51,7,25,75,3
3774,22,39,28,1,61,5
3775,20,24,27,26,19,3
3776,95,74,58,68,1,3
3777,16,47,37,51,1,5
3778,32,12,5,31,50,8
3779,18,88,1,96,14,4
3780,88,64,1,61,94,4
3781,58,6,13,24,1,4
3782,54,65,8,88,32,2
3783,46,54,87,76,1,5
3784,1,88,28,74,45,4
3785,82,54,18,96,94,4
3786,19,41,12,9,87,4
3787,10,17,1,55,15,4
